state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	treeLikelihood	branchRates	coalescent
1000	-11868.844712878292	-2326.964814813613	-9541.879898064679	392.30494753423545	15612.754098014095	4346.462846106167	6.595927731574419E-5	-9541.879898064679	0.0	-2314.0894611336525
2000	-11374.515063939061	-2277.799801632329	-9096.715262306732	651.4313726558513	14837.76784527267	3406.165262701461	6.595927731574419E-5	-9096.715262306732	0.0	-2265.2939995354027
3000	-11109.813643960657	-2236.065319648257	-8873.748324312399	997.6575494456329	15055.594400475293	2699.402877287595	6.595927731574419E-5	-8873.748324312399	0.0	-2223.908600339866
4000	-11045.785139769787	-2216.40409287559	-8829.381046894197	1273.5261906001942	15993.395190484518	2538.405423034743	6.595927731574419E-5	-8829.381046894197	0.0	-2204.3391158143418
5000	-10950.951353699007	-2191.657814436483	-8759.293539262524	1210.1764133239046	15526.45918952812	2346.919304547445	6.595927731574419E-5	-8759.293539262524	0.0	-2179.7095061819873
6000	-10929.099149005056	-2191.1482837507842	-8737.950865254272	1239.6381752396735	15582.413862604033	2503.2772287521057	6.595927731574419E-5	-8737.950865254272	0.0	-2179.1040636496446
7000	-10888.593422561957	-2180.0073452563847	-8708.586077305572	1185.582649521855	15401.441604070122	2232.1965624777504	6.595927731574419E-5	-8708.586077305572	0.0	-2168.1333855796165
8000	-10913.472553323378	-2198.7685162392427	-8714.704037084135	1351.0223786123127	16421.28958875907	2296.4702243954052	6.595927731574419E-5	-8714.704037084135	0.0	-2186.852463852874
9000	-10883.443867267277	-2184.3511313435656	-8699.09273592371	1193.7509424187965	15451.397031119039	2185.007997599952	6.595927731574419E-5	-8699.09273592371	0.0	-2172.5088210465224
10000	-10864.91291189861	-2177.3592509333907	-8687.553660965219	1164.747236042926	15180.25552073915	2096.6701295997095	6.595927731574419E-5	-8687.553660965219	0.0	-2165.577989795402
11000	-10855.614874944853	-2182.516654189007	-8673.098220755846	1342.4113905228608	16154.28664866784	2127.2597352346784	6.595927731574419E-5	-8673.098220755846	0.0	-2170.713978739151
12000	-10830.357013207424	-2153.973103689026	-8676.383909518398	1305.2099314911957	14758.586751204037	2012.3608061629184	6.595927731574419E-5	-8676.383909518398	0.0	-2142.252450068058
13000	-10830.530280098006	-2167.908084124614	-8662.622195973392	1314.4600876585016	15655.58360790047	2212.0937994004826	6.595927731574419E-5	-8662.622195973392	0.0	-2156.0475282676016
14000	-10831.752131539019	-2170.4282705535725	-8661.323860985445	1456.3922930550482	16152.80119347165	2188.368542630157	6.595927731574419E-5	-8661.323860985445	0.0	-2158.583684789054
15000	-10821.039614298443	-2162.1615167270465	-8658.878097571396	1367.8875182662782	16166.19799291751	2081.653637463479	6.595927731574419E-5	-8658.878097571396	0.0	-2150.390877646307
16000	-10782.587419343214	-2146.227068144572	-8636.360351198642	1270.1361269643053	15212.273068063834	2059.3054068762235	6.595927731574419E-5	-8636.360351198642	0.0	-2134.4723739571214
17000	-10806.343359181632	-2149.1080713638953	-8657.235287817737	1279.6749180222907	15266.964094853534	1964.798347054185	6.595927731574419E-5	-8657.235287817737	0.0	-2137.422690869025
18000	-10812.9430522939	-2150.0826143873137	-8662.860437906586	1442.7812062884173	15667.903334866924	2069.4635762228168	6.595927731574419E-5	-8662.860437906586	0.0	-2138.3206521655084
19000	-10798.101384849622	-2135.2220518029303	-8662.879333046692	1376.4265654021397	15067.792692061752	1837.6238651606236	6.595927731574419E-5	-8662.879333046692	0.0	-2123.635162365645
20000	-10773.370099852098	-2131.8133309258196	-8641.556768926279	1403.339052143811	14745.7723035702	1717.661247531107	6.595927731574419E-5	-8641.556768926279	0.0	-2120.3255224604845
21000	-10795.151578834186	-2150.0694735210377	-8645.082105313148	1375.2502944438586	15205.498195486587	1949.1005965993097	6.595927731574419E-5	-8645.082105313148	0.0	-2138.395914401514
22000	-10824.930853356665	-2152.024841334206	-8672.90601202246	1397.9343262199427	15671.98111109718	2200.8199196023706	6.595927731574419E-5	-8672.90601202246	0.0	-2140.171853658165
23000	-10816.064253648025	-2142.4052891489605	-8673.658964499064	1308.6409480115458	15404.121336046715	1989.5343674995936	6.595927731574419E-5	-8673.658964499064	0.0	-2130.7014632062783
24000	-10803.605404299484	-2134.390934158737	-8669.214470140747	1378.2063452396962	15059.2338778349	1912.748113322303	6.595927731574419E-5	-8669.214470140747	0.0	-2122.7451045490957
25000	-10789.343277480444	-2131.7416218105523	-8657.601655669892	1420.6829485521914	14900.688743286852	1604.239199366784	6.595927731574419E-5	-8657.601655669892	0.0	-2120.3537847449948
26000	-10801.636659408661	-2150.175768251932	-8651.46089115673	1400.2352773523983	15618.168132960736	2092.0506630846176	6.595927731574419E-5	-8651.46089115673	0.0	-2138.397766957093
