state	joint	prior	likelihood	treeModel.rootHeight	treeLength	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	clock.rate	treeLikelihood	branchRates	skyline
8000	-37452.21064370313	-2431.8224537625492	-35020.38818994058	9338.602210035104	41697.82663655086	3562.2207409612024	2051.529148261822	2210.4398590973533	3301.4017663431723	2503.8479318342984	2829.6799593718356	2409.8380512587573	3978.3017450476123	2010.0436881591506	1378.062130229073	2.7764365041042977E-5	-35020.38818994058	0.0	-2223.3263758484622
16000	-37174.617248059716	-2378.85259664187	-34795.76465141785	9742.747184898171	41824.81703360783	1435.9966729915486	1615.1013338536118	1589.092152392776	2390.7715558041855	2999.775834021254	3738.416855599925	2852.699278884537	1471.516806210747	1938.6423745228183	1902.8310476372849	2.7764365041042977E-5	-34795.76465141785	0.0	-2175.291483168289
24000	-37111.87553654412	-2352.0847864712723	-34759.79075007285	9626.419679097318	40956.594880129895	1379.1074571581403	1664.7266242238802	1463.013283622665	1763.1071507828683	2674.8234175779976	2960.939672438985	1887.9720706066234	2900.6708628182705	1543.4646152249513	1758.0637104830048	2.7764365041042977E-5	-34759.79075007285	0.0	-2150.371393813868
32000	-37046.55423620223	-2333.6127177356343	-34712.9415184666	10033.06882934942	42511.51616648751	1779.5007657898861	1623.9499062259874	576.1529936315121	1679.1563724457394	2741.825103924378	4044.594818187139	1437.2453690588502	2000.7387073537711	2149.234188664929	2498.772873217096	2.7764365041042977E-5	-34712.9415184666	0.0	-2131.3601289261765
40000	-37024.23146140546	-2315.005117921568	-34709.2263434839	10048.29607797529	42222.102818741165	3027.269066558709	614.2328826078474	1029.2663358994782	568.6664532282867	2016.6063665779727	3099.7496955903125	2302.997107751372	1377.3771848951155	1425.3377190187275	2425.578226026878	2.7764365041042977E-5	-34709.2263434839	0.0	-2116.421645255092
48000	-37039.109806758745	-2328.90159298688	-34710.20821377187	10111.648979291382	42724.437919075106	2107.8570866439964	797.1943905332187	1136.1638599377334	882.0940399830896	3125.6564334030054	2698.0582043515637	2850.5019675837625	1594.0949758138738	2094.8619361107435	2727.3491893940163	2.7764365041042977E-5	-34710.20821377187	0.0	-2127.269434333951
56000	-37029.03101019812	-2330.201021446691	-34698.82998875143	9432.858405658037	41012.22131581315	2939.8989518418903	804.331897502744	1747.2928625720845	1466.4609003109454	2476.7919511782343	2482.7446965353633	2737.659738135977	1287.3029931852639	2469.813410931817	1751.9533814674876	2.7764365041042977E-5	-34698.82998875143	0.0	-2127.7911405275217
64000	-37034.03961022263	-2313.8431800245094	-34720.19643019812	9972.11726229541	42613.281869819926	3799.6728774308986	499.8732289554966	1755.0956554759464	1032.8787457715125	2179.0711111974115	3537.791271411122	1508.2859323965201	1555.410994202687	2581.66996989946	1820.939822468053	2.7764365041042977E-5	-34720.19643019812	0.0	-2111.1907783345055
72000	-37015.37754669593	-2311.7986016142418	-34703.57894508169	9654.865101336649	40761.844922959	2539.457093115776	805.069752251322	982.9367242597441	1078.7652117615871	2184.5783754476006	2856.251170138899	951.7232039687798	1051.9328292412558	3817.916401306284	1990.5861099399485	2.7764365041042977E-5	-34703.57894508169	0.0	-2112.4568798117043
80000	-37009.74725607263	-2324.8602335750898	-34684.88702249754	9792.991393163613	42072.87927847623	2559.8417094629826	1349.3740526833362	1609.0755821026007	1566.1092535115072	966.1209155733093	3382.7405084999364	630.7035338065692	1376.150419937638	3041.3990799470807	2315.102506969745	2.7764365041042977E-5	-34684.88702249754	0.0	-2123.78580830348
