state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	treeLikelihood	branchRates	coalescent
1000	-11488.115387103322	-2345.767387562577	-9142.347999540745	536.914393247763	18548.674112475175	4421.586082027389	5.436709608793287E-5	-9142.347999540745	0.0	-2332.865916663391
2000	-11123.985382636112	-2296.6651724718663	-8827.320210164246	1061.7206621069934	18534.995715235258	3966.0812449305154	5.436709608793287E-5	-8827.320210164246	0.0	-2283.929091087836
3000	-10983.273585258597	-2264.245686957383	-8719.027898301214	1263.06471842902	18495.906956801577	3220.4880791681694	5.436709608793287E-5	-8719.027898301214	0.0	-2251.824335085579
4000	-10925.833029177234	-2246.7068112961206	-8679.126217881114	1470.1631088361746	19028.698343560973	2766.4634700578013	5.436709608793287E-5	-8679.126217881114	0.0	-2234.51341655416
5000	-10849.959873834057	-2240.1063490489028	-8609.853524785154	1401.6132853965569	18901.03907337309	2497.6273974970077	5.436709608793287E-5	-8609.853524785154	0.0	-2228.065493411935
6000	-10828.975417118048	-2241.8305205259053	-8587.144896592143	1356.0048833340984	19013.122350255537	2846.2105632258085	5.436709608793287E-5	-8587.144896592143	0.0	-2229.594605125464
7000	-10800.774683144953	-2230.895606552658	-8569.879076592295	1317.9152544995984	18853.664033777633	2650.0436341220097	5.436709608793287E-5	-8569.879076592295	0.0	-2218.7664438970364
8000	-10758.927431348535	-2227.780572827098	-8531.146858521437	1470.2468427984243	19588.51505904	2646.8353282429634	5.436709608793287E-5	-8531.146858521437	0.0	-2215.653218309127
9000	-10742.758451651263	-2204.2969604993236	-8538.46149115194	1369.648940274012	18230.625090710168	2266.316397637409	5.436709608793287E-5	-8538.46149115194	0.0	-2192.4005133665046
10000	-10735.930672711223	-2209.6526748002225	-8526.277997911002	1448.5778201481044	18644.34648720124	2168.576678830588	5.436709608793287E-5	-8526.277997911002	0.0	-2197.8215388436847
11000	-10722.444382473348	-2208.2749857085782	-8514.16939676477	1438.5083491153036	19309.087984208665	2314.2234231511497	5.436709608793287E-5	-8514.16939676477	0.0	-2196.347505651545
12000	-10720.076634189574	-2202.6156309584653	-8517.461003231108	1539.7149410517773	19201.29002865872	2552.82075310939	5.436709608793287E-5	-8517.461003231108	0.0	-2190.542215532463
13000	-10700.677595654559	-2195.0974489906434	-8505.580146663915	1405.0566881128036	18574.766782651648	2414.2923869000056	5.436709608793287E-5	-8505.580146663915	0.0	-2183.107084670756
14000	-10710.571072466617	-2207.6011020787823	-8502.969970387834	1634.1039423776854	20014.90826583837	2507.587031423759	5.436709608793287E-5	-8502.969970387834	0.0	-2195.554320385721
15000	-10705.134304466425	-2200.316638817927	-8504.817665648497	1566.19874886372	19612.28730876928	2510.0143984327065	5.436709608793287E-5	-8504.817665648497	0.0	-2188.2684162412493
16000	-10689.586919073206	-2189.705134537673	-8499.881784535533	1390.2127751968972	18393.090616909212	2453.291075294844	5.436709608793287E-5	-8499.881784535533	0.0	-2177.6909370769736
17000	-10681.001693432956	-2184.7326656153605	-8496.269027817596	1343.617408528108	18029.84585979371	2317.498947696216	5.436709608793287E-5	-8496.269027817596	0.0	-2172.803086294654
18000	-10678.403565265335	-2193.1182495560683	-8485.285315709267	1495.7217452993198	18858.358959707974	2387.4713299870914	5.436709608793287E-5	-8485.285315709267	0.0	-2181.144491303027
19000	-10658.702341409764	-2179.638385146673	-8479.063956263091	1472.862644070624	18481.202498313083	2195.9535474899494	5.436709608793287E-5	-8479.063956263091	0.0	-2167.7886757570705
20000	-10657.803543364747	-2177.1134496042	-8480.690093760548	1444.4016292500094	18216.05157687454	2337.8395545581634	5.436709608793287E-5	-8480.690093760548	0.0	-2165.1708973911636
21000	-10658.07492167354	-2172.6218848382837	-8485.453036835257	1478.7983068474987	17896.439373977806	2153.829440626562	5.436709608793287E-5	-8485.453036835257	0.0	-2160.8008472090482
22000	-10668.506973433621	-2184.974194746027	-8483.532778687595	1504.8401269217763	18689.680731829118	2471.0383026820264	5.436709608793287E-5	-8483.532778687595	0.0	-2172.9492714127855
23000	-10649.515412862203	-2180.9744593935156	-8468.540953468688	1492.4195310433015	18743.83909307418	2237.65555062199	5.436709608793287E-5	-8468.540953468688	0.0	-2169.0968798154563
24000	-10639.887293756647	-2161.176131075757	-8478.71116268089	1556.2165555944164	18093.521160501565	2126.0644503432186	5.436709608793287E-5	-8478.71116268089	0.0	-2149.3742868346167
25000	-10637.262211332905	-2153.9498158813585	-8483.312395451547	1521.9253331888833	17904.884941919845	1971.089440090523	5.436709608793287E-5	-8483.312395451547	0.0	-2142.2597231732384
26000	-10641.814288073832	-2169.17979861289	-8472.634489460943	1541.6895970228047	18776.84741844226	2241.7652098341377	5.436709608793287E-5	-8472.634489460943	0.0	-2157.2994994615888
27000	-10638.18778208081	-2167.7557057221425	-8470.432076358667	1446.889063831776	18336.326327087147	1976.2945189471895	5.436709608793287E-5	-8470.432076358667	0.0	-2156.0617251320623
28000	-10659.506667460071	-2183.854213391049	-8475.652454069022	1527.7170785854469	19397.407144918114	2357.3417387287636	5.436709608793287E-5	-8475.652454069022	0.0	-2171.8993241485596
29000	-10668.322180558911	-2181.0892198537986	-8487.232960705112	1400.9915895434378	18889.836275272955	2355.48342980188	5.436709608793287E-5	-8487.232960705112	0.0	-2169.1355019501107
30000	-10656.615962885362	-2185.1970786570946	-8471.418884228267	1490.2468670446972	19246.8578198159	2406.6096555535614	5.436709608793287E-5	-8471.418884228267	0.0	-2173.211452912233
31000	-10663.565972092843	-2176.4879725963306	-8487.077999496512	1588.9534338981616	19278.419978525882	2103.243772324504	5.436709608793287E-5	-8487.077999496512	0.0	-2164.702084440454
32000	-10659.153031188984	-2173.1752978891027	-8485.977733299882	1450.6743856345772	19056.35700647974	2152.735527703912	5.436709608793287E-5	-8485.977733299882	0.0	-2161.355011964365
33000	-10635.44722594814	-2157.728504704378	-8477.718721243762	1362.3449139227969	17942.585221562484	2171.1007528414784	5.436709608793287E-5	-8477.718721243762	0.0	-2145.8956469563564
