state	joint	prior	likelihood	treeModel.rootHeight	treeLength	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	clock.rate	treeLikelihood	branchRates	skyline
8000	-45382.43268826431	-2429.6599093925906	-42952.77277887172	1373.0256024550786	18526.955702586678	4146.1817153699	3006.169535594074	4459.640045976712	2907.9880298222115	4028.8622043063874	1998.8958573262964	4091.550816166737	3077.779590897907	2087.8568722945574	378.7486042319184	5.570356018406394E-5	-42952.77277887172	0.0	-2219.288431789664
16000	-45065.13060169455	-2398.093185364228	-42667.03741633033	1445.7367182531743	18045.63181723081	2677.4694696232013	1835.619767903028	3588.673635794718	2235.948091033764	2319.763235297197	3739.410691574508	3767.215451192432	1737.6387456512539	1987.2284640636549	715.4075845280915	5.570356018406394E-5	-42667.03741633033	0.0	-2191.882716463278
24000	-44982.21275198508	-2381.9806635364944	-42600.23208844858	1476.302766797388	17977.60279618325	3274.3618849905492	2576.822339438586	2103.283336965409	1425.3702216086424	2354.820295069286	2857.8098724469087	2024.3458374738868	3186.805651043973	1781.765509713026	606.3592444052138	5.570356018406394E-5	-42600.23208844858	0.0	-2178.406773847057
32000	-44945.510988631104	-2385.9766914869306	-42559.53429714417	1478.5778425995495	18372.05250941989	2566.909554548759	2289.7031308794376	2474.227205716785	1282.3659504543223	3660.6418053711814	4162.546267314341	2135.8972165609516	3385.906349839749	1985.9040101015808	1020.5601805047189	5.570356018406394E-5	-42559.53429714417	0.0	-2178.7145658521713
40000	-44912.599847951446	-2384.634802782378	-42527.96504516907	1501.0575818600212	18423.544959943272	2305.1453815561213	2177.129956846226	3489.8236441017934	2032.305501406469	1523.7682654461328	3004.58679639157	2634.2095805284785	2707.3494971542978	1686.5379545905218	895.470839419006	5.570356018406394E-5	-42527.96504516907	0.0	-2180.2767914468054
48000	-44915.300501673206	-2379.853874692126	-42535.44662698108	1560.5442273883493	18453.75377627198	1506.4885834366505	1313.1378534654823	2245.031667648194	2361.8541065841473	2000.0685245746702	3221.016329184517	3257.851550550136	2654.1698308336167	1979.7775900415952	1334.4335502071683	5.570356018406394E-5	-42535.44662698108	0.0	-2176.223814294556
56000	-44891.45920513547	-2374.944736668735	-42516.51446846673	1454.8797494959204	17939.843400716964	2606.3035137545426	2495.4145835164277	3415.399693711013	1994.1111124743538	2356.6161698938763	3885.520130973969	2479.3591051868752	2435.5762051057727	1913.4072733628102	817.9952939802604	5.570356018406394E-5	-42516.51446846673	0.0	-2168.7649196976745
64000	-44898.66103841759	-2367.8537182098075	-42530.80732020778	1555.475539559685	18317.617294791024	3312.917852956328	989.7745471104735	2969.8804922762656	2113.1499003557087	3613.363520664213	3616.722900775087	1426.336042202246	3795.260131916626	2363.22702663029	795.7543323894561	5.570356018406394E-5	-42530.80732020778	0.0	-2160.0383007810615
72000	-44864.98865757547	-2361.4318461977427	-42503.556811377726	1551.8249531992049	18133.404351654324	2386.269808396858	1291.5352323906493	2661.6530365602366	1823.1719083898288	2632.220944566177	3067.4097487687345	1554.5515428552749	1953.3283374109342	2942.476610285101	1033.3927020328729	5.570356018406394E-5	-42503.556811377726	0.0	-2157.704487547775
80000	-44866.91528187503	-2376.21566375293	-42490.6996181221	1500.137187753023	18447.51242114435	3064.7395942901753	1619.8488096455978	4414.362469331191	1356.4751086833426	1647.1776589048425	2471.688065557794	1600.338647413577	2883.6929018700507	2809.1890096495367	1079.0446276625025	5.570356018406394E-5	-42490.6996181221	0.0	-2170.6639133901463
88000	-44853.704927975414	-2350.5096428095803	-42503.195285165835	1457.5561217272407	17831.853010228326	1376.9814469988592	1574.939592695668	3955.6141248688614	1309.4559168996955	1583.732405313321	3789.0484563082036	1546.1195400026384	2061.552860615423	2133.6347663949778	825.6647967307027	5.570356018406394E-5	-42503.195285165835	0.0	-2148.5176809641284
96000	-44849.594304509235	-2367.6579117777046	-42481.93639273153	1532.7602323914805	18415.924811328623	2200.225027914088	1373.0297626572462	2354.3050617259432	1225.6352213171076	1757.2924794935911	2711.414065174009	2490.605088140168	2198.266057433296	2309.8152101091196	792.1054746873352	5.570356018406394E-5	-42481.93639273153	0.0	-2166.664173734204
104000	-44870.325607008854	-2363.5092388445696	-42506.81636816428	1461.081725344446	18114.51159507501	3404.8283677228924	1354.936387166749	2590.6405861631606	1177.9698384691646	1690.8109894606112	2297.2189900973617	2026.2394573522088	2498.0191453469256	1776.834414482879	1240.1820409896743	5.570356018406394E-5	-42506.81636816428	0.0	-2161.5392353860575
112000	-44867.576829470294	-2367.970187081936	-42499.60664238836	1472.6660772173027	17859.31771249657	3439.6262195038717	1525.16199961581	2146.6576486997515	1737.9791695256088	1820.8167111455032	2999.4346725044516	4825.21993937007	2360.0499746405712	1841.2250817741128	825.9625311166889	5.570356018406394E-5	-42499.60664238836	0.0	-2163.2039943031837
120000	-44869.60589308735	-2365.6323221244456	-42503.9735709629	1484.7049783098284	17941.84730335215	1668.3322981928236	2227.3292282710745	1808.8608255358881	2874.558341747773	2185.5872965821277	3759.601525522434	2652.844662342639	2972.1331650324432	1992.9710824334556	830.1557661040564	5.570356018406394E-5	-42503.9735709629	0.0	-2160.8864132468952
128000	-44863.78030814039	-2367.7429171690897	-42496.0373909713	1532.701612211262	18235.027364423768	1913.854540631528	2203.463790297735	1885.405755642521	2436.1067101295794	2975.888408614215	2678.450415142126	2504.200943228712	2462.7916692187596	1886.6897707190765	1202.9119710837074	5.570356018406394E-5	-42496.0373909713	0.0	-2163.5422617662075
136000	-44870.53599557668	-2369.441459568173	-42501.09453600851	1509.746232269604	18043.097672324606	1765.8390400173682	1839.118837936251	2193.589518526919	2638.4421582177183	2383.226677269906	2232.1454402670347	2707.5362654326264	2150.7081839040334	3063.7108652149163	1280.8251679732573	5.570356018406394E-5	-42501.09453600851	0.0	-2164.862872150325
144000	-44880.9163093779	-2378.4562992589194	-42502.46001011898	1534.1754657050274	18345.37124920382	1715.951072474473	2265.287095140444	2242.5601757161944	2761.2121035545347	2342.168187399729	2257.762262218067	3272.0130376062493	1728.0712133049221	2266.085965404395	824.9151380177848	5.570356018406394E-5	-42502.46001011898	0.0	-2174.8780171225994
152000	-44844.85182781328	-2362.7654057194836	-42482.0864220938	1576.7745857446293	18113.773356583068	1313.6476320931893	1755.852043451645	2720.337368787681	1408.8119368096861	1766.9694319743646	2425.103210542797	3470.7622825209946	1502.4424104564737	2794.5315665043527	1001.5485674317453	5.570356018406394E-5	-42482.0864220938	0.0	-2160.7371474577853
160000	-44857.558500966246	-2355.568962205501	-42501.98953876075	1558.899170197215	18266.577945212077	1349.1780710627954	3536.330532324816	1879.4937900430157	1343.625967568529	3334.251514344868	2063.3548206405076	3466.4776379085465	1802.1590366178173	2022.4671198415058	809.8567602236017	5.570356018406394E-5	-42501.98953876075	0.0	-2151.646165390312
168000	-44833.989672746575	-2363.7564307722573	-42470.23324197432	1508.528622124463	18001.394234498475	2378.2376283160074	2194.5598626167316	2177.9828669260023	1934.1676315661896	2540.9239720098253	4416.722816928326	1193.100034393419	2155.308023405955	2520.126306675474	855.1914710746228	5.570356018406394E-5	-42470.23324197432	0.0	-2159.397052145264
176000	-44843.063513768364	-2358.8750523365397	-42484.188461431826	1550.2124322348595	18207.69097451626	1521.0599791149612	1381.4621675632118	2869.009822003279	1729.2351479680176	1480.3480563443927	2252.3847897088303	2052.673832063331	1642.5367017563058	1704.0926687761578	1160.2346580684994	5.570356018406394E-5	-42484.188461431826	0.0	-2159.7363445454203
